"doc_id","n_oraciones_af","polaridad_media","polaridad_sd","prop_oraciones_negativas","n_anger","n_anticipation","n_disgust","n_fear","n_joy","n_sadness","n_surprise","n_trust","prop_ira","prop_anticipacion","prop_asco","prop_miedo","prop_alegria","prop_tristeza","prop_sorpresa","prop_confianza"
"L0194",7456,-0.00472184212039448,0.221660878523974,0.254828326180258,5020,6340,5284,6985,4802,6807,2890,10842,0.102511741882785,0.129467020624872,0.107902797631203,0.14263835001021,0.0980600367571983,0.139003471513171,0.0590157239125996,0.22140085766796
"L0195",31439,0.0294782989078512,0.253140360074326,0.230509876268329,12390,18508,11472,18243,13699,18346,9442,26828,0.0961001489203276,0.14355299081658,0.0889798957557707,0.141497580044676,0.106253102506826,0.142296475552246,0.073234673616282,0.208085132787292
"L0196",4028,0.0187245109975346,0.231338399440715,0.209285004965243,756,1809,677,1355,1339,1732,861,2091,0.0711864406779661,0.170338983050847,0.0637476459510358,0.12758945386064,0.12608286252354,0.163088512241055,0.0810734463276836,0.196892655367232
"L0197",3028,0.0458241454178396,0.306396208478037,0.16776750330251,579,1056,578,881,768,852,422,1314,0.0897674418604651,0.163720930232558,0.0896124031007752,0.136589147286822,0.11906976744186,0.132093023255814,0.0654263565891473,0.203720930232558
"L0198",6796,0.00771791235513052,0.298438929420436,0.271483225426722,2570,3336,2583,3648,3167,4116,2097,3969,0.100839676685239,0.1308953935494,0.101349760652907,0.143137408773444,0.124264301969709,0.161500431609511,0.0822804677077611,0.155732559052029
"L0199",6097,-0.0205973135832207,0.245343259348204,0.311956700016402,2225,2568,1586,2995,1745,2484,1676,2248,0.126946996063217,0.146516802647344,0.0904889598904547,0.170879214925543,0.0995606778113767,0.141724196953272,0.0956238945626747,0.128259257146117
"L0200",7217,0.00755325266070066,0.242001754924732,0.26922543993349,2310,4139,1878,3490,2804,3486,2337,4185,0.0937918713711478,0.168053920175403,0.0762515733484916,0.1417028705997,0.113849526980389,0.141540460432823,0.0948881399975638,0.169921637094482
"L0201",7217,0.00755325266070066,0.242001754924732,0.26922543993349,2310,4139,1878,3490,2804,3486,2337,4185,0.0937918713711478,0.168053920175403,0.0762515733484916,0.1417028705997,0.113849526980389,0.141540460432823,0.0948881399975638,0.169921637094482
"L0203",99,-0.028737528149624,0.321183566959602,0.303030303030303,74,88,34,101,117,140,53,76,0.108345534407028,0.128843338213763,0.0497803806734993,0.14787701317716,0.171303074670571,0.20497803806735,0.0775988286969253,0.111273792093704
"L0204",844,-0.00599120278052967,0.204112590361675,0.280805687203791,217,444,237,385,282,501,204,443,0.0799852561739771,0.163656468853668,0.0873571691854036,0.141909325469959,0.103943973461113,0.184666420936233,0.0751935127165499,0.163287873203096
"L0205",4342,-0.00141361657469908,0.245732111738318,0.340856748042377,2973,3681,2397,4065,3198,4213,2083,3885,0.112209850915267,0.138931873938479,0.0904698999811285,0.153425174561238,0.120702019248915,0.15901113417626,0.0786186072843933,0.14663143989432
"L0206",10810,0.0222784968052189,0.217507521649044,0.277428307123034,4702,6779,4554,6605,4687,7506,3343,9969,0.0976633087548032,0.140803821788348,0.0945892616055665,0.13718973932911,0.0973517499221103,0.155904039879531,0.0694360785128258,0.207062000207706
"L0208",289,0.0572935739003292,0.252687535624602,0.131487889273356,74,149,40,75,123,97,58,153,0.0962288686605982,0.193758127438231,0.0520156046814044,0.0975292587776333,0.159947984395319,0.126137841352406,0.0754226267880364,0.198959687906372
"L0209",1560,-0.027354081646733,0.182842461801359,0.374358974358974,825,941,615,1158,612,1036,545,948,0.123502994011976,0.140868263473054,0.0920658682634731,0.173353293413174,0.0916167664670659,0.155089820359281,0.0815868263473054,0.141916167664671
"L0210",3345,0.00577997697402236,0.171157181182423,0.327952167414051,2396,2696,1439,3151,2125,2992,1772,3397,0.119991987179487,0.135016025641026,0.0720653044871795,0.157802483974359,0.106420272435897,0.149839743589744,0.0887419871794872,0.170122195512821
"L0211",8906,0.0418499685686002,0.184839963668998,0.124298225915113,2387,4084,1323,4058,2124,2892,1385,6309,0.0971826398501751,0.166273104796026,0.0538636918817686,0.165214559074994,0.0864750427489618,0.117742854816383,0.0563879162934614,0.25686019053823
"L0212",52,-0.0424689035982791,0.112964232567876,0.538461538461538,85,86,75,107,53,129,45,64,0.131987577639752,0.133540372670807,0.116459627329193,0.166149068322981,0.0822981366459627,0.200310559006211,0.0698757763975155,0.0993788819875776
"L0213",8715,0.00756528725288291,0.206002961021544,0.251635111876076,2475,3550,2004,3336,2016,3744,1707,4840,0.104553903345725,0.149966204798919,0.0846569787090233,0.140925988509632,0.085163906725245,0.158161541061169,0.0721105103075363,0.204460966542751
"L0214",132,-0.0122921844951534,0.2066071437678,0.310606060606061,51,47,50,76,45,69,40,57,0.117241379310345,0.108045977011494,0.114942528735632,0.174712643678161,0.103448275862069,0.158620689655172,0.0919540229885057,0.131034482758621
"L0215",3601,0.00706332610746644,0.15279260084101,0.189669536239933,656,1139,619,1042,874,1150,571,1276,0.0895318684318275,0.155452436194896,0.0844820526818616,0.14221373003958,0.119284836904599,0.15695373276921,0.0779309403575816,0.174150402620445
"L0216",4037,0.0247386011216135,0.180524299698896,0.185038394847659,2044,2956,2317,3359,2484,3232,1574,4446,0.0912011422452258,0.13189362841335,0.103382116723184,0.149875066928431,0.11083348206318,0.144208459753703,0.0702302338033196,0.198375870069606
"L0217",188,-0.00981534337998871,0.19495029251235,0.340425531914894,116,145,100,151,134,218,85,177,0.103019538188277,0.128774422735346,0.088809946714032,0.134103019538188,0.119005328596803,0.19360568383659,0.0754884547069272,0.157193605683837
"L0218",1449,0.00352468611925397,0.229528097864822,0.253968253968254,407,653,325,601,505,744,373,866,0.0909700491729996,0.145954403218596,0.0726419311578006,0.134331694233348,0.112874385337506,0.16629414394278,0.083370585605722,0.193562807331247
"L0219",726,-0.00483758048562369,0.32602200254594,0.272727272727273,275,441,222,369,490,516,251,370,0.0937286980231766,0.150306748466258,0.0756646216768916,0.125766871165644,0.167007498295842,0.175869120654397,0.085548738922972,0.126107702794819
"L0221",4670,-0.0129607666228015,0.237411703885615,0.28051391862955,1403,1501,886,1833,995,2133,974,1773,0.122021221081927,0.130544442511741,0.0770568794572969,0.159419029396417,0.0865367890067838,0.185510523569316,0.0847103844146808,0.154200730561837
"L0222",1758,-0.00545921301772794,0.194910050785066,0.361774744027304,977,1344,1027,1092,731,1063,598,1292,0.120260955194485,0.165435745937962,0.126415558838011,0.134416543574594,0.0899803052683407,0.130846873461349,0.0736090595765633,0.159034958148695
"L0223",3316,-0.00948631282621593,0.181611255092482,0.369420989143546,2204,2432,1919,3142,1531,3166,1318,3085,0.117252753098899,0.129382348247061,0.102090759163696,0.167154333138267,0.081449167420333,0.168431132627547,0.0701175719529712,0.164121934351226
"L0224",596,0.0110274816480584,0.22899624116371,0.300335570469799,427,483,350,525,544,596,262,668,0.110765239948119,0.125291828793774,0.0907911802853437,0.136186770428016,0.141115434500649,0.154604409857328,0.0679636835278859,0.173281452658885
"L0225",93,0.0505240215505498,0.159244112833092,0.236559139784946,44,98,25,48,118,93,48,137,0.072013093289689,0.160392798690671,0.0409165302782324,0.0785597381342062,0.193126022913257,0.152209492635025,0.0785597381342062,0.224222585924714
"L0226",1088,0.0177929745465499,0.269657556960451,0.227941176470588,250,370,249,332,259,372,172,441,0.102249488752556,0.151329243353783,0.101840490797546,0.135787321063395,0.105930470347648,0.152147239263804,0.0703476482617587,0.180368098159509
"L0227",1088,0.0177929745465499,0.269657556960451,0.227941176470588,250,370,249,332,259,372,172,441,0.102249488752556,0.151329243353783,0.101840490797546,0.135787321063395,0.105930470347648,0.152147239263804,0.0703476482617587,0.180368098159509
"L0228",6405,-0.0100977945465831,0.239884716708133,0.307884465261514,2787,3759,2779,4564,2399,4489,2166,4549,0.101374945438673,0.136730685290266,0.101083951695039,0.166011930743489,0.0872617488723993,0.163283864396915,0.0787865560890441,0.165466317474174
"L0229",6405,-0.0100977945465831,0.239884716708133,0.307884465261514,2787,3759,2779,4564,2399,4489,2166,4549,0.101374945438673,0.136730685290266,0.101083951695039,0.166011930743489,0.0872617488723993,0.163283864396915,0.0787865560890441,0.165466317474174
"L0230",6405,-0.0100977945465831,0.239884716708133,0.307884465261514,2787,3759,2779,4564,2399,4489,2166,4549,0.101374945438673,0.136730685290266,0.101083951695039,0.166011930743489,0.0872617488723993,0.163283864396915,0.0787865560890441,0.165466317474174
"L0232",689,0.0142751094751584,0.234484008529434,0.238026124818578,150,273,178,216,227,297,135,366,0.0814332247557003,0.148208469055375,0.0966340933767644,0.117263843648208,0.123235613463626,0.161237785016287,0.0732899022801303,0.198697068403909
"L0237",157,-0.0243831751697958,0.14564588314933,0.343949044585987,78,123,63,102,104,108,62,123,0.102228047182176,0.161205766710354,0.0825688073394495,0.133682830930537,0.136304062909568,0.141546526867628,0.0812581913499345,0.161205766710354
"L0238",89,0.0285927012759378,0.212510306859788,0.258426966292135,15,30,8,18,19,35,15,48,0.0797872340425532,0.159574468085106,0.0425531914893617,0.0957446808510638,0.101063829787234,0.186170212765957,0.0797872340425532,0.25531914893617
"L0239",218,0.0602674018878478,0.1375570482071,0.0596330275229358,16,78,14,51,75,30,38,82,0.0416666666666667,0.203125,0.0364583333333333,0.1328125,0.1953125,0.078125,0.0989583333333333,0.213541666666667
"L0240",218,0.0602674018878478,0.1375570482071,0.0596330275229358,16,78,14,51,75,30,38,82,0.0416666666666667,0.203125,0.0364583333333333,0.1328125,0.1953125,0.078125,0.0989583333333333,0.213541666666667
"L0241",83,0.0283663653687408,0.123568474436273,0.240963855421687,29,60,32,33,70,63,27,71,0.0753246753246753,0.155844155844156,0.0831168831168831,0.0857142857142857,0.181818181818182,0.163636363636364,0.0701298701298701,0.184415584415584
"L0245",602,0.00457986103801992,0.256864472147846,0.23421926910299,180,275,170,248,186,266,132,301,0.102389078498294,0.156427758816837,0.0967007963594994,0.141069397042093,0.10580204778157,0.151308304891923,0.0750853242320819,0.171217292377702
"L0246",647,-0.0325717473373234,0.251902723255859,0.329211746522411,176,313,287,524,220,276,186,257,0.0786065207682001,0.139794551138901,0.128182224207235,0.234033050468959,0.0982581509602501,0.123269316659223,0.0830728003573024,0.114783385439929
"L0247",56,0.0285275427425939,0.125043710940206,0.232142857142857,46,56,42,48,44,33,35,59,0.126721763085399,0.154269972451791,0.115702479338843,0.132231404958678,0.121212121212121,0.0909090909090909,0.0964187327823691,0.162534435261708
"L0250",77,0.0385652040639458,0.125276675274521,0.220779220779221,22,50,18,39,35,45,25,41,0.08,0.181818181818182,0.0654545454545455,0.141818181818182,0.127272727272727,0.163636363636364,0.0909090909090909,0.149090909090909
"L0252",151,-0.0147385495459284,0.169364331273273,0.350993377483444,64,70,69,86,55,86,46,55,0.120527306967985,0.131826741996234,0.129943502824859,0.16195856873823,0.103578154425612,0.16195856873823,0.0866290018832392,0.103578154425612
"L0253",61,0.0434663772223255,0.193534016041121,0.229508196721311,11,25,18,21,37,44,15,37,0.0528846153846154,0.120192307692308,0.0865384615384615,0.100961538461538,0.177884615384615,0.211538461538462,0.0721153846153846,0.177884615384615
"L0254",80,0.0057008902932816,0.304949407730784,0.15,5,13,10,22,6,11,0,15,0.0609756097560976,0.158536585365854,0.121951219512195,0.268292682926829,0.0731707317073171,0.134146341463415,0,0.182926829268293
"L0255",77,-0.0988456418288176,0.512107285595817,0.337662337662338,34,22,16,41,23,48,16,48,0.137096774193548,0.0887096774193548,0.0645161290322581,0.165322580645161,0.092741935483871,0.193548387096774,0.0645161290322581,0.193548387096774
"L0256",81,-0.0145802037194837,0.204157953546573,0.382716049382716,60,76,49,65,70,91,36,57,0.119047619047619,0.150793650793651,0.0972222222222222,0.128968253968254,0.138888888888889,0.180555555555556,0.0714285714285714,0.113095238095238
"L0258",27,0.0682043015591347,0.135489632820958,0.148148148148148,4,21,4,10,17,12,7,26,0.0396039603960396,0.207920792079208,0.0396039603960396,0.099009900990099,0.168316831683168,0.118811881188119,0.0693069306930693,0.257425742574257
"L0260",34,0.040642380470053,0.166374456904884,0.235294117647059,7,14,6,6,15,16,12,20,0.0729166666666667,0.145833333333333,0.0625,0.0625,0.15625,0.166666666666667,0.125,0.208333333333333
"L0261",177,-0.00848666011502194,0.175687318670547,0.271186440677966,52,58,28,78,33,83,30,64,0.122065727699531,0.136150234741784,0.0657276995305164,0.183098591549296,0.0774647887323944,0.194835680751174,0.0704225352112676,0.150234741784038
"L0262",4251,0.0205476579728401,0.167027204247703,0.296400846859562,2689,4599,2265,3817,3692,3826,2495,5289,0.0937848772321429,0.160400390625,0.0789969308035714,0.133126395089286,0.128766741071429,0.133440290178571,0.0870186941964286,0.184465680803571
"L0263",66,0.0592899624858684,0.14844714238875,0.242424242424242,42,79,27,42,79,40,40,64,0.101694915254237,0.191283292978208,0.0653753026634383,0.101694915254237,0.191283292978208,0.0968523002421307,0.0968523002421307,0.154963680387409
"L0264",10,0.0578627255097843,0.129952346506084,0.1,3,6,2,3,4,6,4,5,0.0909090909090909,0.181818181818182,0.0606060606060606,0.0909090909090909,0.121212121212121,0.181818181818182,0.121212121212121,0.151515151515152
"L0266",37,0.121613083839517,0.515940926670261,0.27027027027027,10,32,18,14,30,6,16,24,0.0666666666666667,0.213333333333333,0.12,0.0933333333333333,0.2,0.04,0.106666666666667,0.16
"L0267",8,0.00924378253325622,0.0841545824102038,0.125,3,7,3,3,3,4,4,5,0.09375,0.21875,0.09375,0.09375,0.09375,0.125,0.125,0.15625
"L0268",69,0.0645492110985668,0.136700129655909,0.130434782608696,31,65,40,42,67,57,28,68,0.0778894472361809,0.163316582914573,0.100502512562814,0.105527638190955,0.168341708542714,0.14321608040201,0.0703517587939698,0.170854271356784
"L0269",111,-0.147354847133257,0.375772460735284,0.531531531531532,84,38,68,135,47,139,30,29,0.147368421052632,0.0666666666666667,0.119298245614035,0.236842105263158,0.0824561403508772,0.243859649122807,0.0526315789473684,0.0508771929824561
"L0270",11,0.0371540076085531,0.187616583262369,0.272727272727273,2,10,5,10,10,7,5,15,0.03125,0.15625,0.078125,0.15625,0.15625,0.109375,0.078125,0.234375
"L0271",21,0.0326835862550148,0.186376824420794,0.19047619047619,2,5,3,2,4,4,1,8,0.0689655172413793,0.172413793103448,0.103448275862069,0.0689655172413793,0.137931034482759,0.137931034482759,0.0344827586206897,0.275862068965517
"L0272",56,0.0252226916690824,0.144463086070747,0.232142857142857,15,33,14,20,40,28,11,33,0.077319587628866,0.170103092783505,0.0721649484536082,0.103092783505155,0.206185567010309,0.144329896907216,0.0567010309278351,0.170103092783505
"L0274",1229,-0.0178984318385616,0.1771106014976,0.391375101708706,619,777,479,958,510,962,394,815,0.112259702575263,0.140914036996736,0.0868697859992746,0.173739571998549,0.0924918389553863,0.174464998186435,0.0714544795067102,0.147805585781647
"L0275",1672,-0.0154039569629272,0.233630594988123,0.30322966507177,516,671,446,903,462,805,430,790,0.102727453712921,0.133585506669321,0.0887915588293848,0.179773043997611,0.0919769062313359,0.160262791160661,0.0856062114274338,0.157276527971332
"L0277",137,0.00159211246796838,0.157181355782004,0.284671532846715,55,99,40,75,77,47,47,65,0.108910891089109,0.196039603960396,0.0792079207920792,0.148514851485149,0.152475247524752,0.0930693069306931,0.0930693069306931,0.128712871287129
"L0278",259,0.042750193605138,0.267795628967452,0.274131274131274,51,188,117,127,193,142,89,154,0.0480678605089538,0.177191328934967,0.110273327049953,0.119698397737983,0.181903864278982,0.133836003770028,0.0838831291234684,0.145146088595664
"L0280",59,0.0441555382057297,0.0777208761469282,0.135593220338983,16,53,16,29,37,25,10,46,0.0689655172413793,0.228448275862069,0.0689655172413793,0.125,0.15948275862069,0.107758620689655,0.0431034482758621,0.198275862068966
"L0286",76,0.0513340483754282,0.169973260874959,0.157894736842105,28,52,48,68,44,28,36,89,0.0712468193384224,0.132315521628499,0.122137404580153,0.173027989821883,0.111959287531807,0.0712468193384224,0.0916030534351145,0.2264631043257
"L0287",76,0.0513340483754282,0.169973260874959,0.157894736842105,28,52,48,68,44,28,36,89,0.0712468193384224,0.132315521628499,0.122137404580153,0.173027989821883,0.111959287531807,0.0712468193384224,0.0916030534351145,0.2264631043257
"L0288",969,0.0119168334031107,0.235166049140027,0.280701754385965,330,452,280,480,303,568,196,610,0.102516309412861,0.140416278347313,0.0869835352593973,0.149114631873253,0.0941286113699907,0.176452314383349,0.0608884746815781,0.189499844672258
"L0289",401,-0.0152198740144888,0.184694631688978,0.224438902743142,121,99,75,177,130,234,68,104,0.120039682539683,0.0982142857142857,0.0744047619047619,0.175595238095238,0.128968253968254,0.232142857142857,0.0674603174603175,0.103174603174603
"L0290",477,-0.0406009782054257,0.146606746940857,0.515723270440252,656,440,581,890,423,1022,331,550,0.134069078275087,0.0899243817698753,0.118741058655222,0.181892499489066,0.0864500306560392,0.208869814020029,0.067647659922338,0.112405477212344
"L0291",10344,0.0344399516972515,0.442106899706464,0.166473317865429,1466,3371,1297,2046,2288,2772,1713,3256,0.0805096380910539,0.18512823329123,0.0712285133725081,0.112362018781921,0.125652150035697,0.152232412543248,0.0940743588335439,0.178812675050799
"L0292",2005,-0.027421980065867,0.266585497407167,0.313715710723192,709,953,678,1144,625,1251,549,1063,0.101692484222605,0.136689615605278,0.0972461273666093,0.164084911072863,0.0896442914515204,0.179432013769363,0.0787435456110155,0.152467010900746
"L0293",2040,0.036642277690545,0.170446373783667,0.193627450980392,695,1175,428,984,1081,879,586,1561,0.0940587359588578,0.159020165110299,0.0579239409933685,0.133170929760455,0.146298551901475,0.118960617133577,0.0793070780890513,0.211259981052916
"L0294",1823,0.0340815063835099,0.247091486045157,0.206253428414701,399,999,422,659,839,759,500,1162,0.0695243073706221,0.174072138003136,0.0735319742115351,0.114828367311378,0.146192716501133,0.132253005750131,0.087123192193762,0.202474298658303
"L0295",7824,0.0196700777870856,0.147657049941177,0.275178936605317,6530,7904,6167,8877,6081,8537,3707,13151,0.107129966860255,0.129671555599304,0.101174656298192,0.145634412835909,0.0997637562752239,0.140056436000919,0.0608163533156151,0.215752862814581
"L0296",10359,0.0161004920579051,0.229870088345284,0.287479486436915,4489,8182,3991,7570,5132,7497,3613,8402,0.0918446681397823,0.167403224486456,0.0816556182993698,0.154881741550045,0.105000409198789,0.153388165971029,0.0739217611915869,0.171904411162943
"L0297",706,0.0414051734084456,0.127634132025127,0.21671388101983,367,563,226,428,401,402,266,752,0.107782672540382,0.165345080763583,0.0663729809104258,0.125697503671072,0.11776798825257,0.118061674008811,0.0781204111600587,0.220851688693098
"L0299",7051,0.0089295211710427,0.156985297339883,0.302368458374699,5499,6063,4840,7215,4652,7183,2948,9571,0.114631756686331,0.126388859936211,0.10089429030039,0.150403368701924,0.0969752558837631,0.149736299013988,0.0614537950011465,0.199516374476246
"L0300",8299,0.0244977845980437,0.156239313583768,0.252681045909146,5073,6605,5176,7108,5019,6749,3016,11363,0.101239298329641,0.13181264842643,0.10329481729829,0.141850765331577,0.100161647608214,0.13468638368357,0.0601887884411982,0.226765650881079
"L0301",2270,-0.00010880597246633,0.274587997017797,0.256828193832599,754,1004,600,1005,721,1207,571,1197,0.106813996316759,0.142229777588894,0.0849978750531237,0.142371440713982,0.102139113188837,0.170987391981867,0.080889644425556,0.169570760730982
"L0302",6097,-0.0205973135832207,0.245343259348204,0.311956700016402,2225,2568,1586,2995,1745,2484,1676,2248,0.126946996063217,0.146516802647344,0.0904889598904547,0.170879214925543,0.0995606778113767,0.141724196953272,0.0956238945626747,0.128259257146117
"L0303",2404,-0.0228614429872501,0.21974058859239,0.332362728785358,1051,1329,985,1421,768,1634,693,1210,0.115608843911561,0.146188538114619,0.108348916510835,0.156308436915631,0.0844791552084479,0.179738202617974,0.0762292377076229,0.13309866901331
"L0304",1044,-0.0291576358483142,0.132396763777979,0.46264367816092,1580,1281,1298,2189,1027,2154,991,1397,0.132583703952337,0.107493496685407,0.108920030208945,0.183687169589662,0.0861794075690191,0.180750188805908,0.0831585130485861,0.117227490140136
"L0305",541,-0.043177011776641,0.208714455760112,0.451016635859519,460,351,353,571,242,574,263,397,0.143257552164435,0.109311740890688,0.109934599813142,0.177826222360635,0.0753659296169418,0.178760510744316,0.0819059483027094,0.123637496107132
"L0306",17,-0.0062414264745352,0.126725814463482,0.411764705882353,10,6,6,11,0,11,0,9,0.188679245283019,0.113207547169811,0.113207547169811,0.207547169811321,0,0.207547169811321,0,0.169811320754717
"L0307",4352,-0.0101170744000698,0.188647479037081,0.370634191176471,3791,3524,2643,4965,2298,3927,1885,5366,0.133490615866756,0.124088876368886,0.0930666572766647,0.174830099651396,0.0809183421951477,0.138279516884397,0.06637557660481,0.188950315151942
"L0308",1333,-0.0126059922917168,0.218090113809832,0.204801200300075,296,269,209,395,193,434,193,229,0.133453561767358,0.121280432822362,0.094229035166817,0.178088367899008,0.0870153291253381,0.195671776375113,0.0870153291253381,0.103246167718665
"L0309",5552,-0.00537378076155693,0.184138136345728,0.349063400576369,4203,4389,2977,5547,3199,5290,2385,5628,0.125022309477066,0.130555059789399,0.088553750966744,0.165000892379083,0.0951573561782379,0.157356178237849,0.0709441370694271,0.167410315902195
"L0310",510,0.00448499989343159,0.243203009841596,0.247058823529412,312,427,248,403,346,458,208,523,0.106666666666667,0.145982905982906,0.0847863247863248,0.137777777777778,0.118290598290598,0.156581196581197,0.0711111111111111,0.178803418803419
"L0311",2155,0.0153392495679184,0.248285872260899,0.282598607888631,905,1239,740,1277,1043,1454,756,1370,0.103028233151184,0.141051912568306,0.0842440801457195,0.14537795992714,0.118738615664845,0.165528233151184,0.0860655737704918,0.155965391621129
"L0312",136,0.00952718576017762,0.164945559286908,0.316176470588235,62,142,61,80,93,117,60,104,0.086230876216968,0.19749652294854,0.0848400556328234,0.111265646731572,0.129346314325452,0.162726008344924,0.0834492350486787,0.144645340751043
"L0313",997,0.00531298201377064,0.200455060317674,0.296890672016048,454,876,426,679,490,938,407,1207,0.0828920942121599,0.1599415738543,0.0777798064633924,0.123972977907614,0.0894650356034325,0.171261639583714,0.0743107540624429,0.220376118312945
"L0316",5984,0.0113193676675979,0.171464186877028,0.292446524064171,3239,4879,2764,4630,3588,4695,2616,6167,0.0994229234452698,0.149763644177052,0.0848425317699061,0.142120449383019,0.110135674381484,0.144115660875437,0.080299588679477,0.189299527288354
"L0317",1138,0.0102188160195502,0.146283454477631,0.210896309314587,298,500,200,408,374,447,254,588,0.0971000325839036,0.162919517758227,0.065167807103291,0.132942326490714,0.121863799283154,0.145650048875855,0.0827631150211795,0.191593352883675
"L0318",591,-0.0163116890456404,0.178404020846941,0.309644670050761,347,521,297,469,338,545,283,476,0.105921855921856,0.159035409035409,0.0906593406593407,0.143162393162393,0.103174603174603,0.166361416361416,0.0863858363858364,0.145299145299145
"L0319",1038,-0.0175743746712996,0.303816918456448,0.283236994219653,402,458,351,552,325,535,235,605,0.116084319953797,0.132255269997112,0.101357204735778,0.159399364712677,0.0938492636442391,0.154490326306671,0.0678602367889113,0.174704013860814
"L0320",8335,0.00758361322286943,0.218619666990742,0.289502099580084,3915,6360,3163,5411,4840,6217,2730,7139,0.0984286612193589,0.159899434318039,0.0795223130106851,0.136040226272784,0.121684475172847,0.156304211187932,0.0686360779384035,0.17948460087995
"L0321",273,0.00861300381023863,0.191993940572168,0.26007326007326,92,138,61,132,123,159,83,147,0.0983957219251337,0.147593582887701,0.06524064171123,0.141176470588235,0.131550802139037,0.170053475935829,0.0887700534759358,0.157219251336898
"L0323",3585,-0.0102988733913952,0.18552358915205,0.374058577405858,2435,3638,2028,3530,2528,3654,2117,3367,0.104519895265485,0.156157445164613,0.0870498347426707,0.151521655148732,0.108511825556939,0.15684422887067,0.0908700691076104,0.14452504614328
"L0324",5368,-0.00759999076201965,0.261683050354185,0.329545454545455,3041,3211,2365,3877,2136,4107,1955,3152,0.127537325952021,0.134667002180842,0.0991863781244758,0.162598557289045,0.089582284851535,0.17224458983392,0.0819912766314377,0.132192585136722
"L0325",4310,0.0174310233055822,0.229853767726598,0.246867749419954,1721,3322,1454,2383,2714,2768,1643,3228,0.0894816201320647,0.172723964020174,0.0755992304892632,0.12390162741122,0.141111631050798,0.143919305360578,0.0854260905734935,0.167836530962408
"L0326",7014,-0.0104102018358654,0.271594058012768,0.238950670088395,1846,2388,1453,2741,1678,3032,1263,2542,0.1089535501387,0.14094316236794,0.0857581302012631,0.161777725314289,0.0990379507761317,0.178952959924453,0.0745440594935962,0.150032461783627
"L0327",2003,-0.0112559191685296,0.270579136637118,0.338492261607589,1059,1264,779,1455,1210,1830,812,1012,0.112408449209213,0.134168347309203,0.0826876127799597,0.15444220358773,0.128436471712132,0.194246895234052,0.086190425644836,0.107419594522874
"L0328",200,-0.00850552481436718,0.232729887431638,0.29,64,141,51,133,119,151,68,130,0.0746791131855309,0.164527421236873,0.05950991831972,0.155192532088681,0.138856476079347,0.176196032672112,0.0793465577596266,0.15169194865811
"L0329",1857,0.00862190504265086,0.220653235189928,0.27571351642434,574,1022,436,855,831,1011,613,1041,0.0899263669121103,0.160112799624001,0.0683064389785367,0.133949553501488,0.13018956603478,0.158389472035093,0.0960363465455115,0.163089456368479
"L0330",363,-0.0138433880977261,0.24575664895849,0.300275482093664,139,214,95,171,161,228,141,257,0.0988620199146515,0.152204836415363,0.0675675675675676,0.121621621621622,0.114509246088193,0.162162162162162,0.100284495021337,0.182788051209104
"L0331",1282,0.0518822367401965,0.202526527731302,0.108424336973479,185,412,118,236,309,256,195,516,0.0830713964975303,0.185002245172878,0.0529860799281545,0.105972159856309,0.138751683879659,0.114952851369555,0.0875617422541536,0.23170184104176
"L0332",1123,0.00260268117062061,0.174573672868909,0.292965271593945,623,773,502,839,677,780,432,751,0.115863864608518,0.143760461223731,0.0933606100055793,0.156034963734424,0.125906639389994,0.145062302399107,0.0803421982518133,0.139668960386833
"L0333",1340,-0.0374439836743418,0.163938018322629,0.437313432835821,970,1137,740,1326,689,1719,580,1043,0.118235007313506,0.138590931253047,0.0901999024865919,0.161628473915163,0.0839834227206241,0.209531935641151,0.0706972208678693,0.127133105802048
"L0334",6637,0.00664148352472216,0.26438880554691,0.252373060117523,2113,2859,1913,3067,1835,3422,1592,3145,0.105936027273639,0.143337009926802,0.0959089541762759,0.15376516594806,0.0919983956683044,0.171563220695879,0.0798155018550085,0.157675724456031
"L0335",6898,0.0409973187243896,0.214384315081306,0.222528269063497,2401,5860,2193,3474,4946,4854,2663,6964,0.0719832109129066,0.175685804227252,0.0657472642782192,0.104152301004347,0.148283615649828,0.145525408484485,0.0798381052315995,0.208784290211363
"L0337",351,0.00598593278582482,0.133637629258297,0.307692307692308,119,144,102,137,86,171,99,245,0.107887579329102,0.130553037171351,0.0924750679963735,0.124206708975521,0.0779691749773345,0.155031731640979,0.0897552130553037,0.222121486854034
"L0338",1985,-0.0159082464212482,0.18054247422938,0.405541561712846,1364,1893,962,1818,1195,2042,989,2016,0.111083964492222,0.154165648668458,0.0783451421125499,0.148057659418519,0.0973206287156935,0.16630018731167,0.0805440182425279,0.164182751038358
"L0339",11218,0.0135050863934356,0.243895561006399,0.214833303619183,1938,3819,1803,2768,2722,4152,1787,4055,0.0840999826419025,0.165726436382572,0.0782416247179309,0.120118035063357,0.118121853844819,0.180177052595036,0.0775473008158306,0.175967713938552
"L0341",1036,-0.0011633137466152,0.217368426405358,0.317567567567568,401,731,368,640,427,911,346,970,0.0836462244472257,0.152482269503546,0.0767626199415937,0.133500208594076,0.08906967042136,0.19002920317063,0.0721735502711723,0.202336253650396
"L0342",1036,-0.0011633137466152,0.217368426405358,0.317567567567568,401,731,368,640,427,911,346,970,0.0836462244472257,0.152482269503546,0.0767626199415937,0.133500208594076,0.08906967042136,0.19002920317063,0.0721735502711723,0.202336253650396
