TIPS;INI_EON;INI_ERA;INI_PERIOD;INI_EPOCH;INI_AGE;FIRST;END_EON;END_ERA;END_PERIOD;END_EPOCH;END_AGE;LAST;STATE;COUNTRY_ORI_ID;ENVIRONMENT;LOCOMOTION;DIET;COMPOSITION;PBDB_KINGDOM;PBDB_PHYLUM;PBDB_CLASS;PBDB_SUBCLASS;PBDB_FAMILY;PBDB_GENUS;SOURCE
Rayososaurus_agrioensis;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Cenomanian;99.6;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Turonian;93.5;extinct ;Argentina;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Rayososaurus;https://www.mindat.org/
Rebbachisaurus_garasbae;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Aptian;113;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Turonian;93.5;extinct ;Marruecos;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Rebbachisaurus;https://www.mindat.org/
Cathartesaura_anaerobica;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Cenomanian;99.6;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Turonian;89.8;extinct ;Argentina;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Cathartesaura;https://www.mindat.org/
Limaysaurus_tessonei;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Cenomanian;99.6;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Turonian;89.8;extinct ;Argentina;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Limaysaurus;https://www.mindat.org/
Demandasaurus_darwini;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Barremian;130;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Aptian;122;extinct ;España;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Demandasaurus;https://www.mindat.org/
Nigersaurus_taqueti;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Aptian;125;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Albian;101;extinct ;Niger;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Nigersaurus;https://www.mindat.org/
Suwassea_emiliae;Phanerozoic;Mesozoic;Jurassic;Upper Jurassic;Oxfordian;156;Phanerozoic;Mesozoic;Jurassic;Upper Jurassic;Kimmeridgian;151;extinct ;Estados Unidos;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Suuwassea;https://www.mindat.org/Suwassea_emiliae
Amargasaurus_cazaui;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Barremian;129;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Aptian;125;extinct ;Argentina;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Amargasaurus;https://www.mindat.org/
Dicraeosaurus_hansemanni;Phanerozoic;Mesozoic;Jurassic;Middle Jurassic;Callovian;164;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Berriasian;145;extinct ;Tanzania;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;Dicraeosauridae;Dicraeosaurus;https://www.mindat.org/
Brachytrachelopan_messai;Phanerozoic;Mesozoic;Jurassic;Upper Jurassic;Oxfordian;157;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Berriasian;145;extinct ;Argentina;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;Dicraeosauridae;Dicraeosaurus;https://www.mindat.org/
Apatosaurus;Phanerozoic;Mesozoic;Jurassic;Upper Jurassic;Oxfordian;161;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Berriasian;145;extinct ;Estados Unidos;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Apatosaurus;https://www.mindat.org/
Diplodocus;Phanerozoic;Mesozoic;Jurassic;Upper Jurassic;Oxfordian;161;Phanerozoic;Mesozoic;Jurassic;Upper Jurassic;Kimmeridgian;152;extinct ;Estados Unidos;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Diplodocus;https://www.mindat.org/
Barosaurus_lentus;Phanerozoic;Mesozoic;Jurassic;Upper Jurassic;Oxfordian;157;Phanerozoic;Mesozoic;Cretaceous;Lower Cretaceous;Berriasian;145;extinct ;Estados Unidos;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Barosaurus;https://www.mindat.org/
Arackar;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Campanian;83.3;Phanerozoic;Mesozoic;Cretaceous;Upper Cretaceous;Maastrichtian;66;extinct ;Chile;terrestrial;actively mobile;herbivore;hydroxylapatite;Animalia;Chordata;Reptilia;Dinosauria;-;Arackar ;https://es.wikipedia.org/wiki/Arackar_licanantay
